hs	023ff24a-ddac-43e2-880d-5bc2721997a5	ENSCSAT00000017133.1:2197,NC_045512.2:29536	739,742	719	762	44	21.5	0.7767	ENSCSAT00000017133.1:6935:1750-2197(+),NC_045512.2:29903:29536-29872(+)	VeroInf24h
hs	02d9a1ec-b042-4f39-ba9e-b3a107525425	ENSCSAT00000010791.1:1020,NC_045512.2:26353	139,136	116	159	44	24.022727272727273	0.9147	ENSCSAT00000010791.1:2015:881-1020(+),NC_045512.2:29903:26353-29872(+)	VeroInf24h
hs	07d05358-ff16-4733-97e7-068718045198	ENSCSAT00000017062.1:454,NC_045512.2:29130	264,261	241	284	44	22.704545454545453	0.9294	ENSCSAT00000017062.1:3805:96-454(+),NC_045512.2:29903:29130-29874(+)	VeroInf24h
hs	08314571-cadb-4b7d-b288-dddfd3d349f8	ENSCSAT00000015370.1:2039,NC_045512.2:29478	2582,2579	2559	2602	44	19.545454545454547	0.8226	ENSCSAT00000015370.1:6887:1877-2039(+),NC_045512.2:29903:29478-29875(+)	CRR197323
hs	0c56ae4a-4a97-4cf8-b2e6-23c70748d95d	ENSCSAT00000000025.1:260,NC_045512.2:28254	198,212	178	232	55	20.4	0.8754	ENSCSAT00000000025.1:340:64-260(+),NC_045512.2:29903:28254-29877(+)	VeroInf24h
hs	1036ae21-b4a8-4d97-8ba3-79ca91847405	ENSCSAT00000015817.1:646,NC_045512.2:29765	203,202	182	223	42	16.095238095238095	0.3762	ENSCSAT00000015817.1:4464:465-646(+),NC_045512.2:29903:29765-29876(+)	CRR127517
hs	10978fc5-ae54-411c-a00b-60f08c9da317	ENSCSAT00000016468.1:3588,NC_045512.2:29404	308,308	288	328	41	17.975609756097562	0.5872	ENSCSAT00000016468.1:4325:3465-3588(+),NC_045512.2:29903:29404-29872(+)	VeroInf24h
hs	111b4b16-cc67-4e1c-8819-23e794db5e37	ENSCSAT00000000330.1:4892,NC_045512.2:29423	736,738	716	758	43	24.069767441860463	0.9201	ENSCSAT00000000330.1:5101:4133-4892(+),NC_045512.2:29903:29423-29880(+)	CRR127517
hs	12b4fd6a-f29c-4ac6-96a3-c40b684e8310	ENSCSAT00000001690.1:2243,NC_045512.2:25387	268,266	246	288	43	20.697674418604652	0.6808	ENSCSAT00000001690.1:4341:1974-2243(+),NC_045512.2:29903:25387-29873(+)	CRR197323
hs	13cf565d-2405-437d-a1ad-a3f0b55b4ed2	ENSCSAT00000000145.1:1672,NC_045512.2:29342	1490,1485	1465	1510	46	15.5	0.2695	ENSCSAT00000000145.1:2363:107-1672(+),NC_045512.2:29903:29342-29872(+)	CRR197323
hs	156ea445-7fdc-42fb-915f-95750c66a6fe	ENSCSAT00000010201.1:496,NC_045512.2:29618	208,213	188	233	46	17.82608695652174	0.5188	ENSCSAT00000010201.1:868:285-496(+),NC_045512.2:29903:29618-29874(+)	CRR197323
hs	170758ef-a538-4f21-b1a9-af20a1897f52	ENSCSAT00000000022.1:592,NC_045512.2:25381	680,690	660	710	51	19.098039215686274	0.644	ENSCSAT00000000022.1:681:4-592(+),NC_045512.2:29903:25381-29880(+)	VeroInf24h
hs	1bd8f3b8-3e5c-426a-8d5d-655abf880447	ENSCSAT00000018821.1:185,NC_045512.2:29352	156,156	136	176	41	20.70731707317073	0.6323	ENSCSAT00000018821.1:498:24-185(+),NC_045512.2:29903:29352-29876(+)	CRR127516
hs	1bdd646e-9c24-44fd-a77a-316518cc24e4	ENSCSAT00000002482.1:252,NC_045512.2:27385	147,145	125	167	43	21.88372093023256	0.8818	ENSCSAT00000002482.1:508:105-252(+),NC_045512.2:29903:27385-29165(+)	CRR197323
hs	20c081b9-e16c-477a-b271-21bb204bbc75	ENSCSAT00000018291.1:201,NC_045512.2:28652	197,195	175	217	43	17.930232558139537	0.3705	ENSCSAT00000018291.1:372:3-201(+),NC_045512.2:29903:28652-29873(+)	CRR127517
hs	24f6bc17-34bd-4fd2-92e3-86aec64790cb	ENSCSAT00000009623.1:492,NC_045512.2:29387	281,283	261	303	43	22.813953488372093	0.9695	ENSCSAT00000009623.1:2186:198-492(+),NC_045512.2:29903:29387-29878(+)	CRR127516
hs	27974128-010d-49c6-9ec2-61a78a5e62a6	ENSCSAT00000014331.1:519,NC_045512.2:29682	422,422	402	442	41	19.365853658536587	0.2939	ENSCSAT00000014331.1:4952:95-519(+),NC_045512.2:29903:29682-29873(+)	CRR127517
hs	2875e44b-4ca7-4838-ad74-3f5f5955b96b	ENSCSAT00000008635.1:476,NC_045512.2:29234	369,369	349	389	41	17.341463414634145	0.2522	ENSCSAT00000008635.1:635:96-476(+),NC_045512.2:29903:29234-29871(+)	VeroInf24h
hs	29a23ceb-e993-4aa7-82b7-d0a4a650e529	ENSCSAT00000000463.1:612,NC_045512.2:29348	125,125	105	145	41	18.26829268292683	0.2608	ENSCSAT00000000463.1:3766:488-612(+),NC_045512.2:29903:29348-29873(+)	VeroInf24h
